"ano","categoria","atribuicao","comentario","venceu"
"1937 (10th)","Actress -- Supporting Role","Anne Shirley","Stella Dallas {'Laurel Dallas'}","NO"
"1937 (10th)","Actress -- Supporting Role","Claire Trevor","Dead End {'Francie'}","NO"
"1937 (10th)","Actress -- Supporting Role","Dame May Whitty","Night Must Fall {'Mrs. Bramson'}","NO"
"1937 (10th)","Cinematography","Dead End","Gregg Toland","NO"
"1937 (10th)","Cinematography","The Good Earth","Karl Freund","YES"
"1937 (10th)","Cinematography","Wings over Honolulu","Joseph Valentine","NO"
"1937 (10th)","Cinematography","To W. Howard Greene","","YES"
"1937 (10th)","Directing","The Awful Truth","Leo McCarey","YES"
"1937 (10th)","Directing","The Good Earth","Sidney Franklin","NO"
"1937 (10th)","Directing","The Life of Emile Zola","William Dieterle","NO"
"1937 (10th)","Directing","Stage Door","Gregory La Cava","NO"
"1937 (10th)","Directing","A Star Is Born","William Wellman","NO"
"1937 (10th)","Music (Scoring)","The Hurricane","Samuel Goldwyn Studio Music Department, Alfred Newman, head of department (Score by Alfred Newman)","NO"
"1937 (10th)","Music (Scoring)","In Old Chicago","20th Century-Fox Studio Music Department, Louis Silvers, head of department (no composer credit)","NO"
"1937 (10th)","Music (Scoring)","The Life of Emile Zola","Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Max Steiner)","NO"
"1937 (10th)","Music (Scoring)","Lost Horizon","Columbia Studio Music Department, Morris Stoloff, head of department (Score by Dimitri Tiomkin)","NO"
"1937 (10th)","Music (Scoring)","Make a Wish","Principal Productions, Dr. Hugo Riesenfeld, musical director (Score by Dr. Hugo Riesenfeld)","NO"
"1937 (10th)","Music (Scoring)","Maytime","Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department (Score by Herbert Stothart)","NO"
"1937 (10th)","Music (Scoring)","One Hundred Men and a Girl","Universal Studio Music Department, Charles Previn, head of department (no composer credit)","YES"
"1937 (10th)","Music (Scoring)","Portia on Trial","Republic Studio Music Department, Alberto Colombo, head of department (Score by Alberto Colombo)","NO"
"1937 (10th)","Music (Scoring)","The Prisoner of Zenda","Selznick International Pictures Music Department, Alfred Newman, musical director (Score by Alfred Newman)","NO"
"1937 (10th)","Music (Scoring)","Quality Street","RKO Radio Studio Music Department, Roy Webb, musical director (Score by Roy Webb)","NO"
"1937 (10th)","Music (Scoring)","Snow White and the Seven Dwarfs","Walt Disney Studio Music Department, Leigh Harline, head of department (Score by Frank Churchill, Leigh Harline and Paul J. Smith)","NO"
"1937 (10th)","Music (Scoring)","Something to Sing About","Grand National Studio Music Department, C. Bakaleinikoff, musical director (Score by Victor Schertzinger)","NO"
"1937 (10th)","Music (Scoring)","Souls at Sea","Paramount Studio Music Department, Boris Morros, head of department (Score by W. Franke Harling and Milan Roder)","NO"
"1937 (10th)","Music (Scoring)","Way Out West","Hal Roach Studio Music Department, Marvin Hatley, head of department (Score by Marvin Hatley)","NO"
"1937 (10th)","Music (Song)","Mr. Dodd Takes the Air","Music by Harry Warren; Lyrics by Al Dubin","NO"
"1937 (10th)","Music (Song)","Waikiki Wedding","Music and Lyrics by Harry Owens","YES"
"1937 (10th)","Music (Song)","Walter Wanger's Vogues of 1938","Music by Sammy Fain; Lyrics by Lew Brown","NO"
"1937 (10th)","Music (Song)","Shall We Dance","Music by George Gershwin; Lyrics by Ira Gershwin","NO"
"1937 (10th)","Music (Song)","Artists and Models","Music by Frederick Hollander; Lyrics by Leo Robin","NO"
"1937 (10th)","Best Picture","The Awful Truth","Columbia","NO"
"1937 (10th)","Best Picture","Captains Courageous","Metro-Goldwyn-Mayer","NO"
"1937 (10th)","Best Picture","Dead End","Samuel Goldwyn Productions","NO"
"1937 (10th)","Best Picture","The Good Earth","Metro-Goldwyn-Mayer","NO"
"1937 (10th)","Best Picture","In Old Chicago","20th Century-Fox","NO"
"1937 (10th)","Best Picture","The Life of Emile Zola","Warner Bros.","YES"
"1937 (10th)","Best Picture","Lost Horizon","Columbia","NO"
"1937 (10th)","Best Picture","One Hundred Men and a Girl","Universal","NO"
"1937 (10th)","Best Picture","Stage Door","RKO Radio","NO"
"1937 (10th)","Best Picture","A Star Is Born","Selznick International Pictures","NO"
"1937 (10th)","Honorary Award","To Mack Sennett","the basic principles of which are as important today as when they were first put into practice","Honorary Award"
"1937 (10th)","Honorary Award","To Edgar Bergen","","YES"
"1937 (10th)","Honorary Award","To The Museum of Modern Art Film Library","","YES"
"1937 (10th)","Honorary Award","To W. Howard Greene","","YES"
"1936 (9th)","Actor -- Leading Role","Gary Cooper","Mr. Deeds Goes to Town {'Longfellow Deeds'}","NO"
"1936 (9th)","Actor -- Leading Role","Walter Huston","Dodsworth {'Sam Dodsworth'}","NO"
"1936 (9th)","Actor -- Leading Role","Paul Muni","The Story of Louis Pasteur {'Louis Pasteur'}","YES"
"1936 (9th)","Actor -- Leading Role","William Powell","My Man Godfrey {'Godfrey Parks'}","NO"
"1936 (9th)","Actor -- Leading Role","Spencer Tracy","San Francisco {'Father Tim Mullen'}","NO"
"1936 (9th)","Actor -- Supporting Role","Mischa Auer","My Man Godfrey {'Carlo'}","NO"
"1936 (9th)","Actor -- Supporting Role","Walter Brennan","Come and Get It {'Swan Bostrom'}","YES"
"1936 (9th)","Actor -- Supporting Role","Stuart Erwin","Pigskin Parade {'Amos Dodd'}","NO"
"1936 (9th)","Actor -- Supporting Role","Basil Rathbone","Romeo and Juliet {'Tybalt'}","NO"
"1936 (9th)","Actor -- Supporting Role","Akim Tamiroff","The General Died at Dawn {'General Yang'}","NO"
"1936 (9th)","Actress -- Leading Role","Irene Dunne","Theodora Goes Wild {'Theodora Lynn'}","NO"
"1936 (9th)","Actress -- Leading Role","Gladys George","Valiant Is the Word for Carrie {'Carrie Snyder'}","NO"
"1936 (9th)","Actress -- Leading Role","Carole Lombard","My Man Godfrey {'Irene Bullock'}","NO"
"1936 (9th)","Actress -- Leading Role","Luise Rainer","The Great Ziegfeld {'Anna Held'}","YES"
"1936 (9th)","Actress -- Leading Role","Norma Shearer","Romeo and Juliet {'Juliet'}","NO"
"1936 (9th)","Actress -- Supporting Role","Beulah Bondi","The Gorgeous Hussy {'Rachel Jackson'}","NO"
"1936 (9th)","Actress -- Supporting Role","Alice Brady","My Man Godfrey {'Angelica Bullock'}","NO"
"1936 (9th)","Actress -- Supporting Role","Bonita Granville","These Three {'Mary Tilford'}","NO"
"1936 (9th)","Actress -- Supporting Role","Maria Ouspenskaya","Dodsworth {'Baroness von Obersdorf'}","NO"
"1936 (9th)","Actress -- Supporting Role","Gale Sondergaard","Anthony Adverse {'Faith Paleologue'}","YES"
"1936 (9th)","Cinematography","Anthony Adverse","Gaetano Gaudio","YES"
"1936 (9th)","Cinematography","The General Died at Dawn","Victor Milner","NO"
"1936 (9th)","Cinematography","The Gorgeous Hussy","George Folsey","NO"
"1936 (9th)","Cinematography","To W. Howard Greene and Harold Rosson","","YES"
"1936 (9th)","Directing","Dodsworth","William Wyler","NO"
"1936 (9th)","Directing","The Great Ziegfeld","Robert Z. Leonard","NO"
"1936 (9th)","Directing","Mr. Deeds Goes to Town","Frank Capra","YES"
"1936 (9th)","Directing","My Man Godfrey","Gregory La Cava","NO"
"1936 (9th)","Directing","San Francisco","W. S. Van Dyke","NO"
"1936 (9th)","Music (Scoring)","Anthony Adverse","Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Erich Wolfgang Korngold)","YES"
"1936 (9th)","Music (Scoring)","The Charge of the Light Brigade","Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Max Steiner)","NO"
"1936 (9th)","Music (Scoring)","The Garden of Allah","Selznick International Pictures Music Department, Max Steiner, head of department (Score by Max Steiner)","NO"
"1936 (9th)","Music (Scoring)","The General Died at Dawn","Paramount Studio Music Department, Boris Morros, head of department (Score by Werner Janssen)","NO"
"1936 (9th)","Music (Scoring)","Winterset","RKO Radio Studio Music Department, Nathaniel Shilkret, head of department (Score by Nathaniel Shilkret)","NO"
"1936 (9th)","Music (Song)","Suzy","Music by Walter Donaldson; Lyrics by Harold Adamson","NO"
"1936 (9th)","Music (Song)","Born to Dance","Music and Lyrics by Cole Porter","NO"
"1936 (9th)","Music (Song)","Trail of the Lonesome Pine","Music by Louis Alter; Lyrics by Sidney Mitchell","NO"
"1936 (9th)","Music (Song)","Pennies from Heaven","Music by Arthur Johnston; Lyrics by Johnny Burke","NO"
"1936 (9th)","Music (Song)","Swing Time","Music by Jerome Kern; Lyrics by Dorothy Fields","YES"
"1936 (9th)","Music (Song)","Sing, Baby, Sing","Music by Richard A. Whiting; Lyrics by Walter Bullock","NO"
"1936 (9th)","Best Picture","Anthony Adverse","Warner Bros.","NO"
"1936 (9th)","Best Picture","Dodsworth","Samuel Goldwyn Productions","NO"
"1936 (9th)","Best Picture","The Great Ziegfeld","Metro-Goldwyn-Mayer","YES"
"1936 (9th)","Best Picture","Libeled Lady","Metro-Goldwyn-Mayer","NO"
"1936 (9th)","Best Picture","Mr. Deeds Goes to Town","Columbia","NO"
"1936 (9th)","Best Picture","Romeo and Juliet","Metro-Goldwyn-Mayer","NO"
"1936 (9th)","Best Picture","San Francisco","Metro-Goldwyn-Mayer","NO"
"1936 (9th)","Best Picture","The Story of Louis Pasteur","Cosmopolitan","NO"
"1936 (9th)","Best Picture","A Tale of Two Cities","Metro-Goldwyn-Mayer","NO"
"1936 (9th)","Best Picture","Three Smart Girls","Universal","NO"
"1936 (9th)","Honorary Award","To The March of Time for its significance to motion pictures and for having revolutionized one of the most important branches of the industry - the newsreel.","","YES"
"1936 (9th)","Honorary Award","To W. Howard Greene and Harold Rosson","","YES"
"1935 (8th)","Actor -- Leading Role","Clark Gable","Mutiny on the Bounty {'Fletcher Christian'}","NO"
"1935 (8th)","Actor -- Leading Role","Charles Laughton","Mutiny on the Bounty {'Captain Bligh'} [came in 3rd]","NO"
"1935 (8th)","Actor -- Leading Role","Victor McLaglen","The Informer {'Gypo Nolan'}","YES"
"1935 (8th)","Actor -- Leading Role","Paul Muni","Black Fury {'Joe Radek'} [came in 2nd]","NO"
"1935 (8th)","Actor -- Leading Role","Franchot Tone","Mutiny on the Bounty {'Roger Byam'}","NO"
"1935 (8th)","Actress -- Leading Role","Elisabeth Bergner","Escape Me Never {'Gemma Jones'} [came in 3rd]","NO"
"1935 (8th)","Actress -- Leading Role","Claudette Colbert","Private Worlds {'Jane Everest'}","NO"
"1935 (8th)","Actress -- Leading Role","Bette Davis","Dangerous {'Joyce Heath'}","YES"
"1935 (8th)","Actress -- Leading Role","Katharine Hepburn","Alice Adams {'Alice Adams'} [came in 2nd]","NO"
"1935 (8th)","Actress -- Leading Role","Miriam Hopkins","Becky Sharp {'Becky Sharp'}","NO"
"1935 (8th)","Actress -- Leading Role","Merle Oberon","The Dark Angel {'Kitty Vane'}","NO"
"1935 (8th)","Cinematography","Barbary Coast","Ray June","NO"
"1935 (8th)","Cinematography","The Crusades","Victor Milner [came in 3rd]","NO"
"1935 (8th)","Cinematography","Les Miserables","Gregg Toland [came in 2nd]","NO"
"1935 (8th)","Cinematography","A Midsummer Night's Dream","Hal Mohr","YES"
"1935 (8th)","Directing","Captain Blood","Michael Curtiz [came in 2nd]","NO"
"1935 (8th)","Directing","The Informer","John Ford","YES"
"1935 (8th)","Directing","The Lives of a Bengal Lancer","Henry Hathaway [came in 3rd]","NO"
"1935 (8th)","Directing","Mutiny on the Bounty","Frank Lloyd","NO"
"1935 (8th)","Music (Scoring)","Captain Blood","Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department (Score by Erich Wolfgang Korngold) [came in 3rd]","NO"
"1935 (8th)","Music (Scoring)","The Informer","RKO Radio Studio Music Department, Max Steiner, head of department (Score by Max Steiner)","YES"
"1935 (8th)","Music (Scoring)","Mutiny on the Bounty","Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department (Score by Herbert Stothart) [came in 2nd]","NO"
"1935 (8th)","Music (Scoring)","Peter Ibbetson","Paramount Studio Music Department, Irvin Talbot, head of department (Score by Ernst Toch)","NO"
"1935 (8th)","Music (Song)","Top Hat","Music and Lyrics by Irving Berlin [came in 2nd]","NO"
"1935 (8th)","Music (Song)","Roberta","Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh [came in 3rd]","NO"
"1935 (8th)","Music (Song)","Gold Diggers of 1935","Music by Harry Warren; Lyrics by Al Dubin","YES"
"1935 (8th)","Best Picture","Alice Adams","RKO Radio","NO"
"1935 (8th)","Best Picture","Broadway Melody of 1936","Metro-Goldwyn-Mayer","NO"
"1935 (8th)","Best Picture","Captain Blood","Cosmopolitan [came in 3rd]","NO"
"1935 (8th)","Best Picture","David Copperfield","Metro-Goldwyn-Mayer","NO"
"1935 (8th)","Best Picture","The Informer","RKO Radio [came in 2nd]","NO"
"1935 (8th)","Best Picture","Les Miserables","20th Century","NO"
"1935 (8th)","Best Picture","The Lives of a Bengal Lancer","Paramount","NO"
"1935 (8th)","Best Picture","A Midsummer Night's Dream","Warner Bros.","NO"
"1935 (8th)","Best Picture","Mutiny on the Bounty","Metro-Goldwyn-Mayer","YES"
"1935 (8th)","Best Picture","Naughty Marietta","Metro-Goldwyn-Mayer","NO"
"1935 (8th)","Best Picture","Ruggles of Red Gap","Paramount","NO"
"1935 (8th)","Best Picture","Top Hat","RKO Radio","NO"
"1935 (8th)","Honorary Award","To David Wark Griffith","","YES"
"1934 (7th)","Actor -- Leading Role","Clark Gable","It Happened One Night {'Peter Warne'}","YES"
"1934 (7th)","Actor -- Leading Role","Frank Morgan","The Affairs of Cellini {'Allesandro, Duke of Florence'} [came in 2nd]","NO"
"1934 (7th)","Actor -- Leading Role","William Powell","The Thin Man {'Nick Charles'} [came in 3rd]","NO"
"1934 (7th)","Actress -- Leading Role","Claudette Colbert","It Happened One Night {'Ellie Andrews'}","YES"
"1934 (7th)","Actress -- Leading Role","Bette Davis","Of Human Bondage {'Mildred'} [came in 3rd]","NO"
"1934 (7th)","Actress -- Leading Role","Grace Moore","One Night of Love {'Mary'}","NO"
"1934 (7th)","Actress -- Leading Role","Norma Shearer","The Barretts of Wimpole Street {'Elizabeth Barrett'} [came in 2nd]","NO"
"1934 (7th)","Cinematography","The Affairs of Cellini","Charles Rosher [came in 3rd]","NO"
"1934 (7th)","Cinematography","Cleopatra","Victor Milner","YES"
"1934 (7th)","Cinematography","Operator 13","George Folsey [came in 2nd]","NO"
"1934 (7th)","Directing","It Happened One Night","Frank Capra","YES"
"1934 (7th)","Directing","One Night of Love","Victor Schertzinger [came in 3rd]","NO"
"1934 (7th)","Directing","The Thin Man","W. S. Van Dyke [came in 2nd]","NO"
"1934 (7th)","Music (Scoring)","The Gay Divorcee","RKO Radio Studio Music Department, Max Steiner, head of department (Score by Kenneth Webb and Samuel Hoffenstein) [came in 2nd]","NO"
"1934 (7th)","Music (Scoring)","The Lost Patrol","RKO Radio Studio Music Department, Max Steiner, head of department (Score by Max Steiner) [came in 3rd]","NO"
"1934 (7th)","Music (Scoring)","One Night of Love","Columbia Studio Music Department, Louis Silvers, head of department (Thematic Music by Victor Schertzinger and Gus Kahn)","YES"
"1934 (7th)","Music (Song)","Flying Down to Rio","Music by Vincent Youmans; Lyrics by Edward Eliscu and Gus Kahn [came in 3rd]","NO"
"1934 (7th)","Music (Song)","The Gay Divorcee","Music by Con Conrad; Lyrics by Herb Magidson","YES"
"1934 (7th)","Music (Song)","She Loves Me Not","Music by Ralph Rainger; Lyrics by Leo Robin [came in 2nd]","NO"
"1934 (7th)","Best Picture","The Barretts of Wimpole Street","Metro-Goldwyn-Mayer [came in 2nd]","NO"
"1934 (7th)","Best Picture","Cleopatra","Paramount","NO"
"1934 (7th)","Best Picture","Flirtation Walk","First National","NO"
"1934 (7th)","Best Picture","The Gay Divorcee","RKO Radio","NO"
"1934 (7th)","Best Picture","Here Comes the Navy","Warner Bros.","NO"
"1934 (7th)","Best Picture","The House of Rothschild","20th Century [came in 3rd]","NO"
"1934 (7th)","Best Picture","Imitation of Life","Universal","NO"
"1934 (7th)","Best Picture","It Happened One Night","Columbia","YES"
"1934 (7th)","Best Picture","One Night of Love","Columbia","NO"
"1934 (7th)","Best Picture","The Thin Man","Metro-Goldwyn-Mayer","NO"
"1934 (7th)","Best Picture","Viva Villa!","Metro-Goldwyn-Mayer","NO"
"1934 (7th)","Best Picture","The White Parade","Jesse L. Lasky (production company)","NO"
"1934 (7th)","Honorary Award","To Shirley Temple","","YES"
"1932 (6th)","Actor -- Leading Role","Leslie Howard","Berkeley Square {'Peter Standish'} [came in 3rd]","NO"
"1932 (6th)","Actor -- Leading Role","Charles Laughton","The Private Life of Henry VIII {'Henry VIII'}","YES"
"1932 (6th)","Actor -- Leading Role","Paul Muni","I Am a Fugitive from a Chain Gang {'James Allen'} [came in 2nd]","NO"
"1932 (6th)","Actress -- Leading Role","Katharine Hepburn","Morning Glory {'Eva Lovelace'}","YES"
"1932 (6th)","Actress -- Leading Role","May Robson","Lady for a Day {'Apple Annie'} [came in 2nd]","NO"
"1932 (6th)","Actress -- Leading Role","Diana Wynyard","Cavalcade {'Jane Marryot'} [came in 3rd]","NO"
"1932 (6th)","Cinematography","A Farewell to Arms","Charles Bryant Lang, Jr.","YES"
"1932 (6th)","Cinematography","Reunion in Vienna","George J. Folsey [came in 2nd]","NO"
"1932 (6th)","Cinematography","The Sign of the Cross","Karl Struss [came in 3rd]","NO"
"1932 (6th)","Directing","Cavalcade","Frank Lloyd","YES"
"1932 (6th)","Directing","Lady for a Day","Frank Capra [came in 2nd]","NO"
"1932 (6th)","Directing","Little Women","George Cukor [came in 3rd]","NO"
"1932 (6th)","Best Picture","Cavalcade","Fox","YES"
"1932 (6th)","Best Picture","A Farewell to Arms","Paramount [came in 2nd]","NO"
"1932 (6th)","Best Picture","42nd Street","Warner Bros.","NO"
"1932 (6th)","Best Picture","I Am a Fugitive from a Chain Gang","Warner Bros.","NO"
"1932 (6th)","Best Picture","Lady for a Day","Columbia","NO"
"1932 (6th)","Best Picture","Little Women","RKO Radio [came in 3rd]","NO"
"1932 (6th)","Best Picture","The Private Life of Henry VIII","London Films","NO"
"1932 (6th)","Best Picture","She Done Him Wrong","Paramount","NO"
"1932 (6th)","Best Picture","Smilin' Through","Metro-Goldwyn-Mayer","NO"
"1932 (6th)","Best Picture","State Fair","Fox","NO"
"1931 (5th)","Actor -- Leading Role","Wallace Beery","The Champ {'Champ'}","YES"
"1931 (5th)","Actor -- Leading Role","Alfred Lunt","The Guardsman {'The Actor'}","NO"
"1931 (5th)","Actor -- Leading Role","Fredric March","Dr. Jekyll and Mr. Hyde {'Dr. Henry Jekyll/Mr. Hyde'}","YES"
"1931 (5th)","Actress -- Leading Role","Marie Dressler","Emma {'Emma'}","NO"
"1931 (5th)","Actress -- Leading Role","Lynn Fontanne","The Guardsman {'The Actress'}","NO"
"1931 (5th)","Actress -- Leading Role","Helen Hayes","The Sin of Madelon Claudet {'Madelon'}","YES"
